car_title,car_link,car_price,currency,years
BMW Seria 5 G30,https://www.otomoto.pl/oferta/bmw-seria-5-m550i-salon-polska-m-performance-bowers-wilkins-ID6BsvTM.html#84d6c9fc10,414 900,PLN,2017
Seat Toledo IV,https://www.otomoto.pl/oferta/seat-toledo-krajowy-i-wlasciciel-serwisowany-vat-23-ID6BrnDY.html#84d6c9fc10,31 800,PLN,2015
Opel Tigra II,https://www.otomoto.pl/oferta/opel-tigra-opel-tigra-1-3-diesel-skory-bogata-wersja-alu-17-po-oplatach-ID6zR7Wt.html#84d6c9fc10,12 700,PLN,2008
Toyota C-HR,https://www.otomoto.pl/oferta/toyota-c-hr-1-8-hybrid-dynamic-led-tech-ID6BrIEk.html#84d6c9fc10,102 900,PLN,2017
Kia Ceed III,https://www.otomoto.pl/oferta/kia-ceed-nowy-ceed-1-4-t-gdi-wersja-l-business-line-ID6AFv90.html#84d6c9fc10,83 840,PLN,2018
Nissan X-Trail III,https://www.otomoto.pl/oferta/nissan-x-trail-tekna-2017r-1-6-dci-130km-xtronic-salonpl-aso-fv23-ID6A7K4g.html#84d6c9fc10,109 900,PLN,2017
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c200amg-4matic-salon-polska-vat23-4-lata-gwarancja-ID6BusB7.html#84d6c9fc10,205 000,PLN,2018
Volvo V60,https://www.otomoto.pl/oferta/volvo-v60-215-km-r-design-100-bezwypadkowy-2x-kola-lato-zima-alufelgi-ID6BwjOO.html#84d6c9fc10,48 900,PLN,2013
Peugeot 308 T8,https://www.otomoto.pl/oferta/peugeot-308-salon-aso-pl-f-vat-23-gwarancja-ID6Bw1zA.html#84d6c9fc10,59 900,PLN,2017
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-variant-highline-2-0-tdi-scr-4motion-140-kw-190-km-dsg-7-stopniowa-ID6Bspm4.html#84d6c9fc10,172 900,PLN,2018
Hyundai i40,https://www.otomoto.pl/oferta/hyundai-i40-hyundai-i40-sw-1-7-crdi-115-led-navi-tel-pack-business-fvat-ID6BbG0Q.html#84d6c9fc10,41 550,PLN,2012
Audi A7 C8,https://www.otomoto.pl/oferta/audi-a7-sportback-50-tdi-286-km-quattro-tiptronic-wyprzedaz-rocznika-w-aso-ID6BthtF.html#84d6c9fc10,430 900,PLN,2018
Seat Alhambra II,https://www.otomoto.pl/oferta/seat-alhambra-style-2-0-tdi-cr-150-km-6-biegowa-automatyczna-dsg-start-stop-demo-ID6BwjTZ.html#84d6c9fc10,146 000,PLN,2018
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-variant-city-2-0-tdi-scr-110-kw-150-km-manualna-6-biegowa-ID6BwjU0.html#84d6c9fc10,107 900,PLN,2018
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-2015r-1-4benz-gaz-140tys-polska-1-wlasc-ID6BwjTL.html#84d6c9fc10,44 900,PLN,2015
Mazda 2 II,https://www.otomoto.pl/oferta/mazda-2-mazda-2-1-4-diesel-klimatyzacja-przygotowany-do-rejestracji-ladny-ID6Ayza7.html#84d6c9fc10,14 400,PLN,2009
Audi A3 8L,https://www.otomoto.pl/oferta/audi-a3-ID6BwjTE.html#84d6c9fc10,5 499,PLN,1999
Peugeot 207,https://www.otomoto.pl/oferta/peugeot-207-benzyna-doinwestowany-czysty-zadbany-ID6BwjTF.html#84d6c9fc10,15 500,PLN,2008
Mazda 5 I,https://www.otomoto.pl/oferta/mazda-5-ID6BsVFQ.html#84d6c9fc10,17 900,PLN,2008
Volkswagen Golf VI,https://www.otomoto.pl/oferta/volkswagen-golf-ID6BwjHe.html#84d6c9fc10,43 000,PLN,2009
Alfa Romeo Giulietta,https://www.otomoto.pl/oferta/alfa-romeo-giulietta-1-4-t-benzynaledyskorywersja-170-km3-dni-w-kraju130-tys-km-przebi-ID6BwjTB.html#84d6c9fc10,32 900,PLN,2010
Citroën C4 Picasso I,https://www.otomoto.pl/oferta/citroen-c4-picasso-citroen-c4-picasso-1-6-hdi-115-km-automat-bezwypadkowy-pierwszy-wla-ID6BrEiP.html#84d6c9fc10,20 900,PLN,2009
Alfa Romeo Stelvio,https://www.otomoto.pl/oferta/alfa-romeo-stelvio-2-2-210km-q4-at8-demo-diesel-super-navi8-8-bi-ksenon-ID6zJ8J3.html#84d6c9fc10,150 406,PLN,2017
BMW X5 E70,https://www.otomoto.pl/oferta/bmw-x5-bmw-x5-e70-3-5d-286hp-mpakiet-bogate-wyposazenie-ID6BrEEV.html#84d6c9fc10,65 000,PLN,2009
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-160km-4x4-zarejestrowany-w-pl-serwis-skora-navi-ID6BsVFG.html#84d6c9fc10,33 950,PLN,2011
Opel Vectra C,https://www.otomoto.pl/oferta/opel-vectra-doinwestowana-stan-idealny-ID6BagcY.html#84d6c9fc10,10 350,PLN,2002
Hyundai I30 III,https://www.otomoto.pl/oferta/hyundai-i30-lift-120-km-2018-rok-led-navi-kamera-cofania-alufelgi-ID6BsVFw.html#84d6c9fc10,38 900,PLN,2018
Alfa Romeo Giulia,https://www.otomoto.pl/oferta/alfa-romeo-giulia-veloce-2-0-280km-at8-q4-dach-temp-adapt-skora-na-desce-leasing-100-ID6BrnP2.html#84d6c9fc10,233 990,PLN,2018
car_title,car_link,car_price,currency,years
Ford Focus Mk2,https://www.otomoto.pl/oferta/ford-focus-kombi-lift-1-6tdci-sprowadzony-po-oplatach-zadbany-ID6BkQWb.html#655531a46a,11 800,PLN,2008
Volkswagen Caddy IV,https://www.otomoto.pl/oferta/volkswagen-caddy-1-4-tsi-125km-navi-climatronic-kamera-cofania-grzane-fotele-ID6Ai0b3.html#655531a46a,74 900,PLN,2017
Volkswagen Caddy IV,https://www.otomoto.pl/oferta/volkswagen-caddy-2-0-tdi-150km-bi-ksenon-nawigacja-aktywny-tempomat-2018-ID6AcDph.html#655531a46a,84 956,PLN,2018
Volkswagen Caddy IV,https://www.otomoto.pl/oferta/volkswagen-caddy-2-0km-102km-climatornic-nawigacja-autorud-rzeszow-ID6B7fEm.html#655531a46a,71 200,PLN,2018
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-comfortline-1-6tdi-cr-120km-salon-pl-fv23-1wl-gwarancja-ID6AhtAa.html#655531a46a,55 900,PLN,2015
Opel Antara,https://www.otomoto.pl/oferta/opel-antara-2-2cdti-163km-4x4-salon-pl-fv23-1wl-bi-xenony-tempomat-gwarancja-ID6Ay166.html#655531a46a,62 900,PLN,2015
Škoda Octavia III,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-iii-1-4-tsi-dsg-wers-elegance-prod-2013-39-600-km-ID6Bu88z.html#655531a46a,55 000,PLN,2013
Mercedes-Benz CLA,https://www.otomoto.pl/oferta/mercedes-benz-cla-mercedes-amg-cla-45-sb-4-matic-381km-dach-panoramiczny-ID6BwjH9.html#655531a46a,174 232,PLN,2017
Mazda CX-5,https://www.otomoto.pl/oferta/mazda-cx-5-full-led-ID6BlcCw.html#655531a46a,89 700,PLN,2017
Renault Clio II,https://www.otomoto.pl/oferta/renault-clio-1-2-czarna-prosto-z-niemiec-ID6BwjSA.html#655531a46a,5 300,PLN,2002
Renault Megane II,https://www.otomoto.pl/oferta/renault-megane-ID6BwjRx.html#655531a46a,7 700,PLN,2004
Volvo XC 60 I,https://www.otomoto.pl/oferta/volvo-xc-60-ocean-race-awd-d5-salon-pl-serwis-aso-monitory-navi-bixenon-ID6BwjSz.html#655531a46a,49 900,PLN,2014
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-ID6Bu8bF.html#655531a46a,69 000,PLN,2010
Audi A5 8T,https://www.otomoto.pl/oferta/audi-a5-150km-tdi-bixenon-navi-mmi-3g-serwis-aso-sportback-keyless-ID6BwjSe.html#655531a46a,55 900,PLN,2015
Mercedes-Benz Klasa C W205,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-c200-184km-coupe-full-led-pol-skora-serwis-aso-ID6BuIkc.html#655531a46a,64 900,PLN,2017
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-lift-skora-navi-professional-bixenon-zarej-w-pl-ID6BtoM8.html#655531a46a,41 900,PLN,2014
Škoda Octavia III,https://www.otomoto.pl/oferta/skoda-octavia-1-6-tdi-105km-salon-polska-vat-23-serwis-aso-bezwypadkowy-ID6BtV7i.html#655531a46a,34 900,PLN,2015
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-8-hybrydaoryginalny-przebiegkamera-cofanianowe-opony-ID6BwjRJ.html#655531a46a,39 900,PLN,2014
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-cooper-salon-polska-serwis-aso-1-wlasciciel-bixenon-navi-automat-ID6BsTsS.html#655531a46a,34 900,PLN,2015
Mercedes-Benz GLS,https://www.otomoto.pl/oferta/mercedes-benz-gls-gls-350d-4matic-wyprzedaz-rocznika-w-aso-2018-ID6AEynG.html#655531a46a,452 900,PLN,2018
Fiat Tipo II,https://www.otomoto.pl/oferta/fiat-tipo-1-4-16v-95km-wersja-pop-gwarancja-fv-23-demo-ID6Br7o4.html#655531a46a,41 900,PLN,2017
Škoda Superb III,https://www.otomoto.pl/oferta/skoda-superb-2-0tdi-150km-ambition-fresh-salonpl-serwis-aso-iwl-vat-23-ID6AdqBW.html#655531a46a,104 900,PLN,2017
BMW X3 E83,https://www.otomoto.pl/oferta/bmw-x3-super-stan-x-drive-4x4-ID6BwjQC.html#655531a46a,31 900,PLN,2006
Peugeot 508,https://www.otomoto.pl/oferta/peugeot-508-czarny-feline-150ps-full-led-jasne-skory-clima-x-4-kamera-navi-jbl-ID6BwjQI.html#655531a46a,59 900,PLN,2016
Toyota Auris I,https://www.otomoto.pl/oferta/toyota-auris-benzyna-czysta-zadbana-nowe-opony-ID6BwjQU.html#655531a46a,19 500,PLN,2008
BMW X3 G01,https://www.otomoto.pl/oferta/bmw-x3-bmw-x3-xdrive30d-model-m-sport-dostep-komfortowy-ID6Bq8FS.html#655531a46a,299 900,PLN,2017
Hyundai i40,https://www.otomoto.pl/oferta/hyundai-i40-1-wl-salon-servis-pl-automat-141km-fv-23-fabr-gwar-do-01-2022r-ID6BusyN.html#655531a46a,64 900,PLN,2016
Alfa Romeo Giulia,https://www.otomoto.pl/oferta/alfa-romeo-giulia-2-2-td-180km-super-mt6-rwd-demo-ID6Ay2BJ.html#655531a46a,117 900,PLN,2016
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-mini-cooper-all4-countryman-automat-czujniki-dostep-komf-ID6Bth7w.html#655531a46a,119 900,PLN,2017
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-mini-cooper-all4-countryman-dost-komf-navi-18-ID6Bth7g.html#655531a46a,129 900,PLN,2017
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-mini-cooper-all4-countryman-s-dost-komf-navi-18-pakiet-chili-ID6Bth7l.html#655531a46a,129 900,PLN,2017
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-mpakiet-shadow-line-led-tacho-salon-pl-serwis-aso-bixenon-ID6BwjQF.html#655531a46a,49 900,PLN,2015
car_title,car_link,car_price,currency,years
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-mini-cooper-d-all4-countryman-dost-komf-kamera-cofania-18-ID6Bth76.html#a2261df70e,137 400,PLN,2017
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-mini-cooper-d-all4-countryman-pakiet-salt-active-guard-ID6Bth6Y.html#a2261df70e,107 900,PLN,2017
Mini Cooper,https://www.otomoto.pl/oferta/mini-cooper-mini-cooper-3-drzw-pepper-white-navi-asys-parkowania-ID6Bth6J.html#a2261df70e,99 900,PLN,2017
Mini Cooper,https://www.otomoto.pl/oferta/mini-cooper-mini-cooper-3-drzw-black-edition-led-17-ID6Bth6E.html#a2261df70e,99 900,PLN,2017
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-panorama-nawi-alusy-17-kamera-ledy-parktronik-hybryda-automat-ID6BwjQv.html#a2261df70e,52 700,PLN,2016
Mini Cooper,https://www.otomoto.pl/oferta/mini-cooper-mini-cooper-5-drzw-navi-czujnik-parkowa-dost-komf-16-ID6Bth6z.html#a2261df70e,109 900,PLN,2018
Mini Clubman,https://www.otomoto.pl/oferta/mini-clubman-mini-cooper-s-clubman-pakiet-chilli-dost-komf-ID6Bth6l.html#a2261df70e,112 200,PLN,2016
Mini Clubman,https://www.otomoto.pl/oferta/mini-clubman-mini-clubman-cooper-s-all4-dost-komf-pakiet-chili-szklany-dach-ID6Bth6f.html#a2261df70e,129 900,PLN,2018
Mini Clubman,https://www.otomoto.pl/oferta/mini-clubman-mini-cooper-clubman-sd-navi-automat-dost-komf-led-kamer-ID6Bth6b.html#a2261df70e,115 500,PLN,2017
BMW Seria 3 F30,https://www.otomoto.pl/oferta/bmw-seria-3-320i-x-drive-gran-turismo-advantage-184km-demo-ID6zST32.html#a2261df70e,159 900,PLN,2018
BMW X4,https://www.otomoto.pl/oferta/bmw-x4-nowy-model-xdrive-20i-xline-184-km-ID6AoAtp.html#a2261df70e,277 964,PLN,2018
BMW X2,https://www.otomoto.pl/oferta/bmw-x2-nowy-model-x2-20i-xdrive-m-sport-x-192-km-demo-ID6A7CCY.html#a2261df70e,191 100,PLN,2018
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-e-golf-elektryk-i-rej-08-2016-ID6zXwvu.html#a2261df70e,81 900,PLN,2015
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-2-0-biturbo-195km-sprowadzany-ID6BwjO8.html#a2261df70e,46 400,PLN,2014
Mini Clubman,https://www.otomoto.pl/oferta/mini-clubman-mini-cooper-clubman-navi-automat-czujniki-led-ID6Bth65.html#a2261df70e,95 300,PLN,2017
Opel Astra K,https://www.otomoto.pl/oferta/opel-astra-1-6-cdti-95km-enjoy-pakiet-biznes-najtaniej-cena-petarda-ID6BtV0J.html#a2261df70e,71 699,PLN,2018
Mini Clubman,https://www.otomoto.pl/oferta/mini-clubman-mini-one-clubman-ID6Bth5M.html#a2261df70e,89 900,PLN,2016
Mercedes-Benz GLE,https://www.otomoto.pl/oferta/mercedes-benz-gle-4-matic-amg-pakiet-ID6zX8yH.html#a2261df70e,169 900,PLN,2016
Mercedes-Benz Klasa S W222,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-s550-4matic-435km-pakiet-amg-long-lak-mat-oryginal-ID6z3T6V.html#a2261df70e,299 900,PLN,2015
Citroën C3 I,https://www.otomoto.pl/oferta/citroen-c3-1-4-benzyna-stan-rewelacyjny-ID6BwjQ7.html#a2261df70e,8 600,PLN,2002
Subaru Impreza GH,https://www.otomoto.pl/oferta/subaru-impreza-bezwypadkowa-z-niemiec-serwis-w-aso-gaz-maly-przebieg-ID6BtWXZ.html#a2261df70e,16 999,PLN,2009
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-oplacony20121-8b140kmsedantylko-128-tys-km1-wlaso-do-koncaalu-ID6BwjPU.html#a2261df70e,37 900,PLN,2012
Alfa Romeo Mito,https://www.otomoto.pl/oferta/alfa-romeo-mito-1-4-8v-78-km-urban-klima-aut-pakiet-komfort-ID6BfrsS.html#a2261df70e,55 800,PLN,2018
Daihatsu Terios,https://www.otomoto.pl/oferta/daihatsu-terios-1-5-benzyna-105km-4x4-mega-stan-100-oryginal-top-s-ID6BwjPH.html#a2261df70e,29 900,PLN,2009
Audi A5 8T,https://www.otomoto.pl/oferta/audi-a5-prywatnie-ID6Bph2w.html#a2261df70e,81 900,PLN,2012
Chevrolet Lacetti,https://www.otomoto.pl/oferta/chevrolet-lacetti-2006r-1-6-16-v-98-tys-km-serwis-klima-oplacony-ID6Aw4lR.html#a2261df70e,9 900,PLN,2006
Mercedes-Benz Klasa E W213,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-220cdi-amg-4m-salon-pl-gwarancja-vat-23-ID6Aug9h.html#a2261df70e,269 000,PLN,2018
Fiat Punto Evo,https://www.otomoto.pl/oferta/fiat-punto-evo-sprzedam-fiat-punto-benzyna-gaz-bogata-wersja-osoba-prywatna-ID6BwjPj.html#a2261df70e,15 800,PLN,2011
BMW X1 E84,https://www.otomoto.pl/oferta/bmw-x1-samochod-zakupiony-w-autoryzowanym-salonie-bmw-i-wlasciciel-ID6Busx6.html#a2261df70e,87 900,PLN,2014
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-sliczny-ford-mondeo-2-5turbo-220ps-convers-navi-po-oplatach-zobacz-ID6Bth0e.html#a2261df70e,32 999,PLN,2010
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-1-0-75km-active-fv23-salon-pl-ID6Br6xk.html#a2261df70e,28 900,PLN,2015
Kia Rio IV,https://www.otomoto.pl/oferta/kia-rio-1-4-dohc-100km-wersja-l-od-reki-ID6BsvFE.html#a2261df70e,57 846,PLN,2018
car_title,car_link,car_price,currency,years
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-kombi-salon-pl-1-wl-vat-23-ID6BqbOT.html#c4ce4e087e,46 900,PLN,2018
Ford Mondeo Mk5,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-mk5-2016-rok-lpg-piekny-kolor-zobacz-warto-igla-ID6AS7WT.html#c4ce4e087e,62 900,PLN,2016
Kia Sportage IV,https://www.otomoto.pl/oferta/kia-sportage-1-6gdi-132km-wersja-m-pakiet-smart-po-faceliftingu-ID6B6PmW.html#c4ce4e087e,83 624,PLN,2018
BMW 5GT,https://www.otomoto.pl/oferta/bmw-5gt-gran-turismo-bezwypadkowy-uwaga-w-poniedzialek-czynne-rabaty-znizki-ID6AOWl4.html#c4ce4e087e,109 000,PLN,2013
Renault Grand Scenic III,https://www.otomoto.pl/oferta/renault-grand-scenic-1-4turbo-max-opcja-kamera-cofania-czujniki-navigacja-skory-ID6BsSoJ.html#c4ce4e087e,27 900,PLN,2010
Mazda CX-5,https://www.otomoto.pl/oferta/mazda-cx-5-salon-polska-dealer-autoryz4x4-skypassion-aut-vat23-jak-nowa-nowy-dpf-ID6BcOUu.html#c4ce4e087e,53 829,PLN,2014
Kia Ceed I,https://www.otomoto.pl/oferta/kia-ceed-2009r-2-0-sport-bogate-wyposazenie-czysta-zadbana-ID6BwjNJ.html#c4ce4e087e,16 900,PLN,2009
Mercedes-Benz GLK GLK,https://www.otomoto.pl/oferta/mercedes-benz-glk-pierwszy-wlasciciel-zakupione-w-polskim-salonie-ID6Bu8yv.html#c4ce4e087e,61 000,PLN,2008
Citroën C3 Aircross,https://www.otomoto.pl/oferta/citroen-c3-aircross-1-6-hdi-120-shine-salon-pl-jak-nowy-6-biegow-fv23-ID6BwjM2.html#c4ce4e087e,59 990,PLN,2018
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-opc-line-biturbo-4x4-automat-lopatki-skora-xenon-led-papis-ID6BwjO1.html#c4ce4e087e,45 000,PLN,2012
Toyota Avensis II,https://www.otomoto.pl/oferta/toyota-avensis-polift-orginal-przebieg-ID6BwjJz.html#c4ce4e087e,21 900,PLN,2007
Kia Carens IV,https://www.otomoto.pl/oferta/kia-carens-1-6gdi-135km-6mt-wersja-m-pakiet-komfortowy-7-miejsc-ID6BsvC2.html#c4ce4e087e,72 559,PLN,2018
Audi A4 B6,https://www.otomoto.pl/oferta/audi-a4-1-8-t-benzyna3-dni-w-krajuwrocil-na-kolachaluklimaoplacony-ID6BwjNy.html#c4ce4e087e,12 500,PLN,2002
Seat Leon II,https://www.otomoto.pl/oferta/seat-leon-pierwszy-wlasciciel-z-polskiego-salonu-100-sprawny-ID6BwjL1.html#c4ce4e087e,24 000,PLN,2010
Volkswagen Jetta A6,https://www.otomoto.pl/oferta/volkswagen-jetta-highline-1-4-125-km-ksenon-felgi-17-i-wlasciciel-salon-pl-pryw-ID6BfBl3.html#c4ce4e087e,57 000,PLN,2015
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-6-132km-automat-comfort-climatronic-kamera-podgrz-fot-salonpl-fv23-ID6B7qAA.html#c4ce4e087e,59 999,PLN,2016
Toyota RAV4 IV,https://www.otomoto.pl/oferta/toyota-rav4-rav4-2-5l-xle-mozliwa-zamiana-fv23-1-800km-ID6Bb5hU.html#c4ce4e087e,97 000,PLN,2017
Peugeot 208,https://www.otomoto.pl/oferta/peugeot-208-peugeot-208-1-6-hdi-2014-r-ledy-serwis-polska-servis-aso-fa-vat-23-ID6Bu8yg.html#c4ce4e087e,26 200,PLN,2014
Nissan Qashqai I,https://www.otomoto.pl/oferta/nissan-qashqai-4x4-automat-panorama-parktronik-7-miejsc-historia-serwisowa-ID6BwjMR.html#c4ce4e087e,42 500,PLN,2010
Renault Megane III,https://www.otomoto.pl/oferta/renault-megane-1-5-dci-110-km-automat-po-oplatach-ID6BwjKh.html#c4ce4e087e,25 900,PLN,2011
BMW Seria 3 E90,https://www.otomoto.pl/oferta/bmw-seria-3-piekne-bmw-e90-320d-163ps-bundesministerium-dwa-komplety-kol-lato-zima-ID6BrkWX.html#c4ce4e087e,24 900,PLN,2007
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-dsg-2-0-tdi-150-km-navi-klima-bluetooth-hak-fv-23-ID6BrRMp.html#c4ce4e087e,64 900,PLN,2015
Audi A4 Allroad,https://www.otomoto.pl/oferta/audi-a4-allroad-a4-allroad-4x4-quattro-2-0-tdi-ID6BhPnr.html#c4ce4e087e,48 900,PLN,2010
BMW Seria 3 E90,https://www.otomoto.pl/oferta/bmw-seria-3-335i-polift-fabryczny-m-pakiet-navi-kamera-bezwypadkowy-ID6Bb6kZ.html#c4ce4e087e,68 000,PLN,2009
Škoda Octavia III,https://www.otomoto.pl/oferta/skoda-octavia-klima-navi-podgrz-fotele-start-stop-serwis-aso-fv-23-ID6BwjMg.html#c4ce4e087e,55 900,PLN,2015
Mazda 5 I,https://www.otomoto.pl/oferta/mazda-5-oplaconylift2-0b146kmautomatxenonaluasotempomatsport1wloryg-ID6BwjLU.html#c4ce4e087e,26 900,PLN,2008
Volvo XC 60 I,https://www.otomoto.pl/oferta/volvo-xc-60-ID6BwjLq.html#c4ce4e087e,49 900,PLN,2009
Kia Sportage III,https://www.otomoto.pl/oferta/kia-sportage-automat-wersja-r-full-wyposaz-2-0-tgdi-4x4-skory-panorama-led-sliczna-ID6BuRLj.html#c4ce4e087e,47 900,PLN,2013
Volkswagen Caddy III,https://www.otomoto.pl/oferta/volkswagen-caddy-102km-salon-pl-1wl-climatronic-parktronic-serwisaso-gwarancja-fv23-ID6BthIS.html#c4ce4e087e,31 600,PLN,2014
Opel Combo E,https://www.otomoto.pl/oferta/opel-combo-combo-life-1-5-dt-131-km-bogata-wersja-kamera-nawigacja-dealer-opla-ID6BwjLC.html#c4ce4e087e,75 900,PLN,2018
Mazda 3 I,https://www.otomoto.pl/oferta/mazda-3-top-sport-2-0i-150ps-xenon-pl-ID6BwjLd.html#c4ce4e087e,13 500,PLN,2005
Honda Civic VII,https://www.otomoto.pl/oferta/honda-civic-ladna-dopieszczona-hondzia-oryginal-przebieg-ID6BtWDO.html#c4ce4e087e,10 999,PLN,2005
car_title,car_link,car_price,currency,years
Volkswagen Golf VI,https://www.otomoto.pl/oferta/volkswagen-golf-serwisowanyaso-wersjacomfortline-fvmarza-ID6zLn0Q.html#3158994ee0,25 000,PLN,2011
Mercedes-Benz CLA,https://www.otomoto.pl/oferta/mercedes-benz-cla-mercedes-benz-cla-250-4matic-amg-line-krajowy-gwarancja-aso-cesja-ID6BuR3w.html#3158994ee0,99 000,PLN,2014
Fiat Grande Punto,https://www.otomoto.pl/oferta/fiat-grande-punto-van-ciezarowy-2008-1-3-multijet-75km-klima-wsp-city-pelna-fra-vat-23-ID6BrqLa.html#3158994ee0,7 000,PLN,2008
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-4-d4d-premium-1-wl-gwarancja-polska-bezwypadkowy-serwis-aso-vat23-ID6Bbwdf.html#3158994ee0,54 900,PLN,2016
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-1-8tdci-serwisowany-w-aso-ID6Bqua0.html#3158994ee0,17 900,PLN,2010
Fiat Grande Punto,https://www.otomoto.pl/oferta/fiat-grande-punto-van-vat1-2007-1-3-multijet-75km-klima-wsp-city-pelna-fra-vat-23-ID6BrqCU.html#3158994ee0,7 500,PLN,2007
Peugeot 308 T7,https://www.otomoto.pl/oferta/peugeot-308-lift-1-6-e-hdi-112km-panorama-ledy-1-wl-mega-doinwestowany-ID6BwjKg.html#3158994ee0,18 500,PLN,2011
Mercedes-Benz GLS,https://www.otomoto.pl/oferta/mercedes-benz-gls-gls350d-4matic-pakiet-amg-wyprzedaz-2018-ID6BwjJY.html#3158994ee0,421 900,PLN,2018
BMW X6 E71,https://www.otomoto.pl/oferta/bmw-x6-bmw-x6-40d-komfortowe-fotele-head-up-dostep-komfortowy-ID6BtqJ1.html#3158994ee0,119 900,PLN,2010
Volkswagen Polo IV,https://www.otomoto.pl/oferta/volkswagen-polo-100-bezwypadkowy-alufelgi-navi-5-drzwi-idealny-stan-ID6BwjJJ.html#3158994ee0,15 499,PLN,2007
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-1-2-tsi-105-km-klima-bluetooth-fv-23-ID6BrI4s.html#3158994ee0,43 900,PLN,2015
Peugeot 3008 I,https://www.otomoto.pl/oferta/peugeot-3008-gwarancja-bez-limitu-km-w-cenie-pojazdu-ID6A7QPR.html#3158994ee0,39 800,PLN,2012
Jaguar XF X250,https://www.otomoto.pl/oferta/jaguar-xf-dealer-jaguar-karlik-poznan-salon-pl-gwarancja-bez-limitu-km-ID6A7QBK.html#3158994ee0,79 800,PLN,2012
Toyota Avensis III,https://www.otomoto.pl/oferta/toyota-avensis-gwarancja-bez-limitu-km-w-cenie-pojazdu-ID6A7Qvl.html#3158994ee0,59 800,PLN,2015
Škoda Superb II,https://www.otomoto.pl/oferta/skoda-superb-gwarancja-bez-limitu-km-w-cenie-pojazdu-ID6A7Qwx.html#3158994ee0,74 800,PLN,2015
Opel Zafira C,https://www.otomoto.pl/oferta/opel-zafira-gwarancja-bez-limitu-km-w-cenie-pojazdu-ID6A7QqV.html#3158994ee0,48 900,PLN,2014
Ford C-MAX II,https://www.otomoto.pl/oferta/ford-c-max-dealer-karlik-malta-1-6-tdci-115-km-6mt-salon-pl-ID6A7Qhg.html#3158994ee0,42 800,PLN,2014
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-x-perience-1-4-tsi-125km-demo-ID6AKdMx.html#3158994ee0,88 500,PLN,2018
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-2-0-tdi-190-km-night-vision-acc-bose-kamera-audi-centrum-wroclaw-ID6BtgM3.html#3158994ee0,104 900,PLN,2014
Land Rover Range Rover Evoque,https://www.otomoto.pl/oferta/land-rover-range-rover-evoque-dealer-karlik-malta-range-rover-evoqu-2-0-240-km-at-salon-pl-ID6AYhFN.html#3158994ee0,118 900,PLN,2013
Audi A3 8V,https://www.otomoto.pl/oferta/audi-a3-sportback-1-5-tfsi-150-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BtgOf.html#3158994ee0,129 900,PLN,2018
Peugeot 3008 II,https://www.otomoto.pl/oferta/peugeot-3008-gwarancja-nawigacja-1-6-hdi-120-km-5l-100-km-ID6Bu8uS.html#3158994ee0,95 900,PLN,2018
Peugeot 508,https://www.otomoto.pl/oferta/peugeot-508-gwarancja-bez-limitu-km-w-cenie-pojazdu-ID6A7Qtc.html#3158994ee0,45 900,PLN,2014
